AccountID,AccountName,AccountType,TerritoryID,TerritoryName,Governorate,Region,Segment,CreditLimit,JoinDate,Status,PotentialIndex
A0214,El Mahalla El Kubra Clinic 20,Clinic,T06,El Mahalla El Kubra,Gharbia,Delta,C,40400.0,2023-07-06,Active,0.92
A0215,El Mahalla El Kubra Pharmacy 21,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,C,45900.0,2023-12-19,Active,0.73
A0216,El Mahalla El Kubra Pharmacy 22,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,A,183700.0,2024-02-02,Active,1.73
A0217,El Mahalla El Kubra Pharmacy 23,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,B,82200.0,2023-02-14,Active,1.21
A0218,El Mahalla El Kubra Pharmacy 24,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,B,90000.0,2024-03-19,Active,1.18
A0219,El Mahalla El Kubra Pharmacy 25,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,C,51100.0,2024-03-31,Active,0.87
A0220,El Mahalla El Kubra Pharmacy 26,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,B,91400.0,2024-03-18,Active,1.3
A0221,El Mahalla El Kubra Pharmacy 27,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,C,42700.0,2022-12-21,Active,0.87
A0222,El Mahalla El Kubra Pharmacy 28,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,A,224200.0,2024-09-02,Active,1.79
A0223,El Mahalla El Kubra Clinic 29,Clinic,T06,El Mahalla El Kubra,Gharbia,Delta,C,52100.0,2024-05-28,Active,0.73
A0224,El Mahalla El Kubra Pharmacy 30,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,B,112800.0,2024-02-06,Active,0.94
A0225,El Mahalla El Kubra Pharmacy 31,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,C,45700.0,2023-10-27,Active,0.91
A0226,El Mahalla El Kubra Hospital 32,Hospital,T06,El Mahalla El Kubra,Gharbia,Delta,C,50200.0,2022-08-28,Active,0.85
A0227,El Mahalla El Kubra Pharmacy 33,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,C,54700.0,2022-10-21,Active,0.75
A0228,El Mahalla El Kubra Pharmacy 34,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,B,95800.0,2023-05-20,Active,1.1
A0229,El Mahalla El Kubra Pharmacy 35,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,B,81500.0,2023-06-17,Active,1.28
A0230,El Mahalla El Kubra Pharmacy 36,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,A,181400.0,2023-01-04,Active,1.96
A0231,El Mahalla El Kubra Pharmacy 37,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,C,43600.0,2023-09-30,Active,0.66
A0232,El Mahalla El Kubra Pharmacy 38,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,B,106300.0,2023-01-09,Active,1.34
A0233,El Mahalla El Kubra Clinic 39,Clinic,T06,El Mahalla El Kubra,Gharbia,Delta,B,76400.0,2023-10-13,Active,1.33
A0234,El Mahalla El Kubra Clinic 40,Clinic,T06,El Mahalla El Kubra,Gharbia,Delta,B,79600.0,2024-09-02,Active,0.97
A0235,El Mahalla El Kubra Clinic 41,Clinic,T06,El Mahalla El Kubra,Gharbia,Delta,B,105900.0,2022-08-28,Active,1.14
A0236,El Mahalla El Kubra Pharmacy 42,Pharmacy,T06,El Mahalla El Kubra,Gharbia,Delta,C,46200.0,2022-07-19,Active,0.89
A0237,Benha Hospital 01,Hospital,T07,Benha,Qalyubia,Greater Cairo North,B,110100.0,2024-09-13,Active,0.91
A0238,Benha Clinic 02,Clinic,T07,Benha,Qalyubia,Greater Cairo North,B,102500.0,2024-09-23,Active,1.13
A0239,Benha Clinic 03,Clinic,T07,Benha,Qalyubia,Greater Cairo North,B,94100.0,2024-07-04,Active,1.24
A0240,Benha Pharmacy 04,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,116200.0,2024-08-16,Active,1.02
A0241,Benha Pharmacy 05,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,41700.0,2022-12-29,Active,0.71
A0242,Benha Pharmacy 06,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,45200.0,2024-04-11,Active,0.78
A0243,Benha Clinic 07,Clinic,T07,Benha,Qalyubia,Greater Cairo North,C,45300.0,2022-11-01,Active,0.89
A0244,Benha Pharmacy 08,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,110700.0,2024-05-28,Active,1.17
A0245,Benha Pharmacy 09,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,111700.0,2023-01-05,Active,1.19
A0246,Benha Pharmacy 10,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,76900.0,2024-08-20,Active,1.15
A0247,Benha Clinic 11,Clinic,T07,Benha,Qalyubia,Greater Cairo North,A,208200.0,2024-03-24,Active,1.44
A0248,Benha Pharmacy 12,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,51900.0,2023-03-01,Active,0.71
A0249,Benha Clinic 13,Clinic,T07,Benha,Qalyubia,Greater Cairo North,B,79400.0,2022-08-30,Active,1.11
A0250,Benha Pharmacy 14,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,A,189700.0,2024-07-08,Active,1.22
A0251,Benha Pharmacy 15,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,82700.0,2022-12-27,Active,1.2
A0252,Benha Pharmacy 16,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,87300.0,2023-03-10,Active,0.97
A0253,Benha Pharmacy 17,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,A,212800.0,2024-11-14,Active,1.59
A0254,Benha Hospital 18,Hospital,T07,Benha,Qalyubia,Greater Cairo North,B,96100.0,2023-12-05,Active,1.16
A0255,Benha Pharmacy 19,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,80900.0,2024-05-28,Active,1.08
A0256,Benha Clinic 20,Clinic,T07,Benha,Qalyubia,Greater Cairo North,B,91400.0,2024-10-27,Active,0.9
A0257,Benha Pharmacy 21,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,48000.0,2024-10-19,Active,0.62
A0258,Benha Distributor 22,Distributor,T07,Benha,Qalyubia,Greater Cairo North,B,81500.0,2022-10-31,Active,0.92
A0259,Benha Pharmacy 23,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,37600.0,2024-05-25,Active,0.75
A0260,Benha Pharmacy 24,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,A,168500.0,2023-04-09,Active,1.82
A0261,Benha Clinic 25,Clinic,T07,Benha,Qalyubia,Greater Cairo North,A,214800.0,2023-03-31,Active,1.71
A0262,Benha Pharmacy 26,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,37000.0,2023-03-10,Active,0.88
A0263,Benha Pharmacy 27,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,36300.0,2024-08-29,Active,0.84
A0264,Benha Pharmacy 28,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,A,160200.0,2023-10-07,Active,1.53
A0265,Benha Distributor 29,Distributor,T07,Benha,Qalyubia,Greater Cairo North,B,78900.0,2023-06-15,Active,1.16
A0266,Benha Pharmacy 30,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,C,40800.0,2024-08-29,Active,0.64
A0267,Benha Pharmacy 31,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,83200.0,2023-10-15,Active,1.23
A0268,Benha Clinic 32,Clinic,T07,Benha,Qalyubia,Greater Cairo North,C,53100.0,2022-12-23,Active,0.75
A0269,Benha Hospital 33,Hospital,T07,Benha,Qalyubia,Greater Cairo North,B,91300.0,2023-02-18,Active,1.07
A0270,Benha Pharmacy 34,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,114000.0,2023-03-01,Active,1.04
A0271,Benha Pharmacy 35,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,99700.0,2024-05-27,Active,1.21
A0272,Benha Clinic 36,Clinic,T07,Benha,Qalyubia,Greater Cairo North,B,118300.0,2022-09-21,Active,1.06
A0273,Benha Pharmacy 37,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,A,192100.0,2023-10-18,Active,1.57
A0274,Benha Pharmacy 38,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,A,194000.0,2024-02-03,Active,1.43
A0275,Benha Pharmacy 39,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,88600.0,2024-07-05,Active,0.89
A0276,Benha Pharmacy 40,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,103400.0,2022-12-04,Active,1.12
A0277,Benha Pharmacy 41,Pharmacy,T07,Benha,Qalyubia,Greater Cairo North,B,77700.0,2024-01-21,Active,0.97
A0278,Benha Distributor 42,Distributor,T07,Benha,Qalyubia,Greater Cairo North,A,151500.0,2023-07-29,Active,1.67
A0279,Shubra El Kheima Pharmacy 01,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,50400.0,2024-10-01,Active,0.87
A0280,Shubra El Kheima Pharmacy 02,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,196600.0,2024-04-14,Active,1.67
A0281,Shubra El Kheima Pharmacy 03,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,217800.0,2024-01-21,Active,1.76
A0282,Shubra El Kheima Pharmacy 04,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,82200.0,2023-05-06,Active,1.31
A0283,Shubra El Kheima Pharmacy 05,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,214100.0,2023-12-26,Active,2.07
A0284,Shubra El Kheima Clinic 06,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,43300.0,2022-10-28,Active,0.8
A0285,Shubra El Kheima Pharmacy 07,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,54600.0,2023-04-21,Active,0.81
A0286,Shubra El Kheima Pharmacy 08,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,88500.0,2024-10-05,Active,1.29
A0287,Shubra El Kheima Pharmacy 09,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,47900.0,2023-01-14,Active,0.84
A0288,Shubra El Kheima Pharmacy 10,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,49400.0,2024-02-24,Active,0.95
A0289,Shubra El Kheima Distributor 11,Distributor,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,200500.0,2023-04-29,Active,1.6
A0290,Shubra El Kheima Clinic 12,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,158900.0,2023-07-17,Active,1.78
A0291,Shubra El Kheima Pharmacy 13,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,100300.0,2024-08-24,Active,1.29
A0292,Shubra El Kheima Pharmacy 14,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,55900.0,2024-02-17,Active,0.97
A0293,Shubra El Kheima Pharmacy 15,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,78100.0,2023-01-05,Active,0.97
A0294,Shubra El Kheima Clinic 16,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,193300.0,2022-09-23,Active,1.7
A0295,Shubra El Kheima Pharmacy 17,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,43200.0,2023-03-01,Active,0.76
A0296,Shubra El Kheima Pharmacy 18,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,44600.0,2022-10-02,Active,1.03
A0297,Shubra El Kheima Clinic 19,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,110100.0,2023-07-11,Active,1.17
A0298,Shubra El Kheima Distributor 20,Distributor,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,175500.0,2024-03-27,Active,1.43
A0299,Shubra El Kheima Pharmacy 21,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,115200.0,2022-12-15,Active,1.01
A0300,Shubra El Kheima Pharmacy 22,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,40000.0,2024-02-01,Active,1.03
A0301,Shubra El Kheima Clinic 23,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,52300.0,2023-11-24,Active,0.75
A0302,Shubra El Kheima Pharmacy 24,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,175500.0,2024-04-05,Active,1.57
A0303,Shubra El Kheima Clinic 25,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,97400.0,2023-11-25,Active,1.19
A0304,Shubra El Kheima Pharmacy 26,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,114200.0,2023-09-13,Active,1.02
A0305,Shubra El Kheima Hospital 27,Hospital,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,36900.0,2023-10-09,Active,0.75
A0306,Shubra El Kheima Pharmacy 28,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,40700.0,2024-09-23,Active,1.0
A0307,Shubra El Kheima Pharmacy 29,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,195000.0,2023-09-06,Active,1.87
A0308,Shubra El Kheima Pharmacy 30,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,47600.0,2023-12-28,Active,1.0
A0309,Shubra El Kheima Hospital 31,Hospital,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,87700.0,2023-12-28,Active,1.02
A0310,Shubra El Kheima Pharmacy 32,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,160800.0,2024-04-18,Active,1.85
A0311,Shubra El Kheima Pharmacy 33,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,42300.0,2022-10-21,Active,0.89
A0312,Shubra El Kheima Clinic 34,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,220500.0,2024-03-26,Active,1.48
A0313,Shubra El Kheima Pharmacy 35,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,48700.0,2023-07-09,Active,0.81
A0314,Shubra El Kheima Pharmacy 36,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,47800.0,2023-11-16,Active,0.96
A0315,Shubra El Kheima Pharmacy 37,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,85100.0,2024-02-11,Active,1.13
A0316,Shubra El Kheima Hospital 38,Hospital,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,114800.0,2024-04-04,Active,1.22
A0317,Shubra El Kheima Pharmacy 39,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,99600.0,2023-10-25,Active,1.07
A0318,Shubra El Kheima Clinic 40,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,81000.0,2024-07-27,Active,1.1
A0319,Shubra El Kheima Pharmacy 41,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,45900.0,2023-11-09,Active,0.82
A0320,Shubra El Kheima Hospital 42,Hospital,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,85200.0,2023-06-14,Active,1.11
A0321,Shubra El Kheima Pharmacy 43,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,37800.0,2024-05-18,Active,0.85
A0322,Shubra El Kheima Pharmacy 44,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,49800.0,2024-04-25,Active,0.95
A0323,Shubra El Kheima Hospital 45,Hospital,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,175000.0,2023-08-12,Active,1.62
A0324,Shubra El Kheima Clinic 46,Clinic,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,A,150500.0,2023-11-29,Active,2.02
A0325,Shubra El Kheima Pharmacy 47,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,B,87500.0,2024-05-23,Active,1.41
A0326,Shubra El Kheima Pharmacy 48,Pharmacy,T08,Shubra El Kheima,Qalyubia,Greater Cairo North,C,40200.0,2024-01-02,Active,0.95
A0327,Qalyub Pharmacy 01,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,A,173100.0,2024-06-18,Active,1.07
A0328,Qalyub Clinic 02,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,B,79800.0,2022-08-15,Active,1.04
A0329,Qalyub Distributor 03,Distributor,T09,Qalyub,Qalyubia,Greater Cairo North,B,114300.0,2023-07-13,Active,1.01
A0330,Qalyub Pharmacy 04,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,79800.0,2024-02-25,Active,0.8
A0331,Qalyub Pharmacy 05,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,95700.0,2022-11-24,Active,0.78
A0332,Qalyub Clinic 06,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,B,83000.0,2022-08-28,Active,0.79
A0333,Qalyub Pharmacy 07,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,108400.0,2023-02-03,Active,0.91
A0334,Qalyub Pharmacy 08,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,C,43700.0,2024-09-06,Active,0.58
A0335,Qalyub Pharmacy 09,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,C,49300.0,2023-10-21,Active,0.69
A0336,Qalyub Clinic 10,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,C,42500.0,2023-01-02,Active,0.7
A0337,Qalyub Clinic 11,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,A,181400.0,2023-09-01,Active,1.2
A0338,Qalyub Pharmacy 12,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,A,184100.0,2024-09-16,Active,1.46
A0339,Qalyub Pharmacy 13,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,A,191300.0,2022-10-10,Active,1.56
A0340,Qalyub Pharmacy 14,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,116400.0,2023-03-30,Active,1.0
A0341,Qalyub Pharmacy 15,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,A,203400.0,2023-01-09,Active,1.3
A0342,Qalyub Pharmacy 16,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,A,218900.0,2023-03-08,Active,1.18
A0343,Qalyub Hospital 17,Hospital,T09,Qalyub,Qalyubia,Greater Cairo North,C,55800.0,2024-07-18,Active,0.64
A0344,Qalyub Clinic 18,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,C,52500.0,2023-06-18,Active,0.71
A0345,Qalyub Pharmacy 19,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,107300.0,2023-02-20,Active,0.87
A0346,Qalyub Clinic 20,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,B,109600.0,2022-12-23,Active,0.93
A0347,Qalyub Pharmacy 21,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,A,153200.0,2023-06-25,Active,1.36
A0348,Qalyub Clinic 22,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,B,86200.0,2023-01-18,Active,0.77
A0349,Qalyub Clinic 23,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,A,200600.0,2023-10-12,Active,1.17
A0350,Qalyub Clinic 24,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,C,45600.0,2024-07-03,Active,0.64
A0351,Qalyub Pharmacy 25,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,C,47500.0,2023-04-21,Active,0.56
A0352,Qalyub Pharmacy 26,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,77000.0,2022-08-31,Active,1.01
A0353,Qalyub Pharmacy 27,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,113700.0,2024-06-29,Active,0.85
A0354,Qalyub Clinic 28,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,C,41900.0,2024-11-16,Active,0.72
A0355,Qalyub Pharmacy 29,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,116500.0,2024-11-21,Active,0.72
A0356,Qalyub Pharmacy 30,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,102300.0,2024-04-08,Active,0.75
A0357,Qalyub Pharmacy 31,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,101200.0,2022-11-07,Active,0.86
A0358,Qalyub Pharmacy 32,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,A,184300.0,2022-07-21,Active,1.56
A0359,Qalyub Pharmacy 33,Pharmacy,T09,Qalyub,Qalyubia,Greater Cairo North,B,83900.0,2024-08-08,Active,0.93
A0360,Qalyub Clinic 34,Clinic,T09,Qalyub,Qalyubia,Greater Cairo North,C,55700.0,2022-11-12,Active,0.57
A0361,Maadi Pharmacy 01,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,105600.0,2023-06-07,Active,1.2
A0362,Maadi Distributor 02,Distributor,T10,Maadi,Cairo,Greater Cairo,B,92600.0,2024-06-27,Active,1.41
A0363,Maadi Distributor 03,Distributor,T10,Maadi,Cairo,Greater Cairo,A,199400.0,2022-10-10,Active,2.11
A0364,Maadi Distributor 04,Distributor,T10,Maadi,Cairo,Greater Cairo,B,86000.0,2024-07-11,Active,1.33
A0365,Maadi Pharmacy 05,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,77200.0,2024-11-03,Active,1.19
A0366,Maadi Pharmacy 06,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,44200.0,2022-09-10,Active,0.79
A0367,Maadi Pharmacy 07,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,51900.0,2022-11-30,Active,0.79
A0368,Maadi Pharmacy 08,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,93100.0,2024-06-16,Active,1.06
A0369,Maadi Distributor 09,Distributor,T10,Maadi,Cairo,Greater Cairo,C,54100.0,2024-08-15,Active,0.84
A0370,Maadi Pharmacy 10,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,84100.0,2024-07-17,Active,1.25
A0371,Maadi Distributor 11,Distributor,T10,Maadi,Cairo,Greater Cairo,B,96100.0,2023-07-29,Active,1.48
A0372,Maadi Clinic 12,Clinic,T10,Maadi,Cairo,Greater Cairo,B,78600.0,2024-08-14,Active,1.13
A0373,Maadi Clinic 13,Clinic,T10,Maadi,Cairo,Greater Cairo,B,117100.0,2023-10-11,Active,1.49
A0374,Maadi Clinic 14,Clinic,T10,Maadi,Cairo,Greater Cairo,A,172400.0,2023-10-22,Active,1.83
A0375,Maadi Clinic 15,Clinic,T10,Maadi,Cairo,Greater Cairo,B,116100.0,2022-12-28,Active,1.38
A0376,Maadi Hospital 16,Hospital,T10,Maadi,Cairo,Greater Cairo,B,109600.0,2023-05-17,Active,1.03
A0377,Maadi Pharmacy 17,Pharmacy,T10,Maadi,Cairo,Greater Cairo,A,170600.0,2024-09-26,Active,1.94
A0378,Maadi Pharmacy 18,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,50700.0,2023-07-18,Active,0.76
A0379,Maadi Hospital 19,Hospital,T10,Maadi,Cairo,Greater Cairo,A,205300.0,2024-01-09,Active,1.54
A0380,Maadi Pharmacy 20,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,94100.0,2023-02-20,Active,1.52
A0381,Maadi Distributor 21,Distributor,T10,Maadi,Cairo,Greater Cairo,A,149000.0,2023-10-17,Active,2.16
A0382,Maadi Clinic 22,Clinic,T10,Maadi,Cairo,Greater Cairo,C,41500.0,2023-12-12,Active,0.96
A0383,Maadi Pharmacy 23,Pharmacy,T10,Maadi,Cairo,Greater Cairo,A,197800.0,2023-09-29,Active,2.06
A0384,Maadi Distributor 24,Distributor,T10,Maadi,Cairo,Greater Cairo,B,107200.0,2024-10-27,Active,1.14
A0385,Maadi Pharmacy 25,Pharmacy,T10,Maadi,Cairo,Greater Cairo,A,204000.0,2024-04-30,Active,1.96
A0386,Maadi Hospital 26,Hospital,T10,Maadi,Cairo,Greater Cairo,B,117800.0,2023-09-18,Active,1.31
A0387,Maadi Pharmacy 27,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,50800.0,2024-01-09,Active,0.77
A0388,Maadi Pharmacy 28,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,115100.0,2024-04-10,Active,1.2
A0389,Maadi Clinic 29,Clinic,T10,Maadi,Cairo,Greater Cairo,B,103300.0,2024-03-11,Active,1.21
A0390,Maadi Pharmacy 30,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,43200.0,2024-11-22,Active,0.84
A0391,Maadi Pharmacy 31,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,36000.0,2023-01-19,Active,0.76
A0392,Maadi Pharmacy 32,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,39800.0,2024-09-25,Active,0.8
A0393,Maadi Distributor 33,Distributor,T10,Maadi,Cairo,Greater Cairo,C,37600.0,2024-06-30,Active,0.85
A0394,Maadi Hospital 34,Hospital,T10,Maadi,Cairo,Greater Cairo,B,83500.0,2024-03-28,Active,1.36
A0395,Maadi Clinic 35,Clinic,T10,Maadi,Cairo,Greater Cairo,B,101700.0,2022-12-31,Active,1.06
A0396,Maadi Clinic 36,Clinic,T10,Maadi,Cairo,Greater Cairo,A,176600.0,2023-03-13,Active,1.64
A0397,Maadi Pharmacy 37,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,93500.0,2023-02-24,Active,1.48
A0398,Maadi Pharmacy 38,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,40500.0,2024-03-01,Active,1.05
A0399,Maadi Clinic 39,Clinic,T10,Maadi,Cairo,Greater Cairo,B,115400.0,2023-10-12,Active,1.26
A0400,Maadi Pharmacy 40,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,90300.0,2022-09-07,Active,1.21
A0401,Maadi Pharmacy 41,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,116000.0,2024-05-22,Active,1.3
A0402,Maadi Pharmacy 42,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,43900.0,2024-01-17,Active,0.86
A0403,Maadi Pharmacy 43,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,82000.0,2024-07-13,Active,1.33
A0404,Maadi Pharmacy 44,Pharmacy,T10,Maadi,Cairo,Greater Cairo,C,47200.0,2024-06-27,Active,0.9
A0405,Maadi Pharmacy 45,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,79400.0,2023-07-26,Active,1.26
A0406,Maadi Pharmacy 46,Pharmacy,T10,Maadi,Cairo,Greater Cairo,A,187800.0,2024-05-26,Active,1.63
A0407,Maadi Hospital 47,Hospital,T10,Maadi,Cairo,Greater Cairo,B,84100.0,2024-03-29,Active,1.26
A0408,Maadi Pharmacy 48,Pharmacy,T10,Maadi,Cairo,Greater Cairo,B,86600.0,2023-04-09,Active,1.5
A0409,Nasr City Distributor 01,Distributor,T11,Nasr City,Cairo,Greater Cairo,B,81400.0,2023-09-11,Active,1.18
A0410,Nasr City Pharmacy 02,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,B,82400.0,2024-04-11,Active,1.56
A0411,Nasr City Pharmacy 03,Pharmacy,T11,Nasr City,Cairo,Greater Cairo,C,40500.0,2023-06-19,Active,1.01
