Month,RepID,ProductCode,SalesTarget,UnitsTarget,TargetStatus
2025-05-01,R009,P003,1700,7,Approved
2025-05-01,R009,P004,1900,12,Approved
2025-05-01,R009,P005,400,3,Approved
2025-05-01,R009,P006,700,6,Approved
2025-05-01,R009,P007,3500,21,Approved
2025-05-01,R009,P008,5200,27,Approved
2025-05-01,R009,P009,1000,6,Approved
2025-05-01,R009,P010,3500,16,Approved
2025-05-01,R009,P011,1100,7,Approved
2025-05-01,R009,P012,900,6,Approved
2025-05-01,R010,P001,800,4,Approved
2025-05-01,R010,P002,1100,8,Approved
2025-05-01,R010,P003,6300,29,Approved
2025-05-01,R010,P004,1300,8,Approved
2025-05-01,R010,P005,2700,25,Approved
2025-05-01,R010,P006,1900,16,Approved
2025-05-01,R010,P007,2300,14,Approved
2025-05-01,R010,P008,3000,15,Approved
2025-05-01,R010,P009,3700,21,Approved
2025-05-01,R010,P010,2000,9,Approved
2025-05-01,R010,P011,1400,10,Approved
2025-05-01,R010,P012,2600,18,Approved
2025-05-01,R011,P001,2000,10,Approved
2025-05-01,R011,P002,1400,10,Approved
2025-05-01,R011,P003,2900,13,Approved
2025-05-01,R011,P004,2100,14,Approved
2025-05-01,R011,P005,200,2,Approved
2025-05-01,R011,P006,2700,21,Approved
2025-05-01,R011,P007,700,4,Approved
2025-05-01,R011,P008,800,4,Approved
2025-05-01,R011,P009,2200,11,Approved
2025-05-01,R011,P010,2200,10,Approved
2025-05-01,R011,P011,2000,14,Approved
2025-05-01,R011,P012,1800,12,Approved
2025-05-01,R012,P001,700,4,Approved
2025-05-01,R012,P002,1200,8,Approved
2025-05-01,R012,P003,2000,8,Approved
2025-05-01,R012,P004,2400,15,Approved
2025-05-01,R012,P005,900,8,Approved
2025-05-01,R012,P006,1500,13,Approved
2025-05-01,R012,P007,1900,11,Approved
2025-05-01,R012,P008,700,4,Approved
2025-05-01,R012,P009,500,3,Approved
2025-05-01,R012,P010,1500,7,Approved
2025-05-01,R012,P011,1800,11,Approved
2025-05-01,R012,P012,1700,12,Approved
2025-05-01,R013,P001,1300,7,Approved
2025-05-01,R013,P002,1000,7,Approved
2025-05-01,R013,P003,1900,8,Approved
2025-05-01,R013,P004,1500,11,Approved
2025-05-01,R013,P005,1100,9,Approved
2025-05-01,R013,P006,3100,26,Approved
2025-05-01,R013,P007,1400,8,Approved
2025-05-01,R013,P008,1900,9,Approved
2025-05-01,R013,P009,1600,8,Approved
2025-05-01,R013,P010,3800,19,Revised
2025-05-01,R013,P011,1500,9,Approved
2025-05-01,R013,P012,700,5,Approved
2025-05-01,R014,P001,4100,23,Approved
2025-05-01,R014,P002,2700,20,Approved
2025-05-01,R014,P003,400,2,Approved
2025-05-01,R014,P004,1400,9,Approved
2025-05-01,R014,P005,100,1,Approved
2025-05-01,R014,P006,1400,11,Approved
2025-05-01,R014,P007,4700,29,Approved
2025-05-01,R014,P008,2100,11,Approved
2025-05-01,R014,P009,1200,7,Approved
2025-05-01,R014,P010,5000,25,Approved
2025-05-01,R014,P011,1600,10,Approved
2025-05-01,R014,P012,900,6,Approved
2025-06-01,R001,P001,1200,7,Approved
2025-06-01,R001,P002,3500,25,Approved
2025-06-01,R001,P003,3900,18,Approved
2025-06-01,R001,P004,3400,22,Approved
2025-06-01,R001,P005,3900,35,Approved
2025-06-01,R001,P006,2500,21,Approved
2025-06-01,R001,P007,2300,14,Approved
2025-06-01,R001,P008,2500,12,Approved
2025-06-01,R001,P009,1100,6,Approved
2025-06-01,R001,P010,200,1,Approved
2025-06-01,R001,P011,1700,12,Approved
2025-06-01,R001,P012,5000,35,Approved
2025-06-01,R002,P001,1300,7,Approved
2025-06-01,R002,P002,1200,8,Approved
2025-06-01,R002,P003,1300,6,Approved
2025-06-01,R002,P004,1800,12,Approved
2025-06-01,R002,P005,1100,10,Approved
2025-06-01,R002,P006,400,3,Approved
2025-06-01,R002,P007,1500,8,Approved
2025-06-01,R002,P008,1500,7,Approved
2025-06-01,R002,P009,1500,9,Approved
2025-06-01,R002,P010,4100,19,Approved
2025-06-01,R002,P011,1100,7,Approved
2025-06-01,R002,P012,900,7,Approved
2025-06-01,R003,P001,3000,16,Approved
2025-06-01,R003,P002,1900,14,Approved
2025-06-01,R003,P003,200,1,Approved
2025-06-01,R003,P004,2600,17,Approved
2025-06-01,R003,P005,800,8,Approved
2025-06-01,R003,P006,1000,8,Approved
2025-06-01,R003,P007,1400,8,Approved
2025-06-01,R003,P008,2100,10,Revised
2025-06-01,R003,P009,3000,16,Approved
2025-06-01,R003,P010,2100,10,Approved
2025-06-01,R003,P011,1900,13,Approved
2025-06-01,R003,P012,900,6,Approved
2025-06-01,R004,P001,700,4,Approved
2025-06-01,R004,P002,600,4,Approved
2025-06-01,R004,P003,2600,12,Approved
2025-06-01,R004,P004,4400,28,Approved
2025-06-01,R004,P005,800,7,Approved
2025-06-01,R004,P006,1100,8,Approved
2025-06-01,R004,P007,1300,8,Approved
2025-06-01,R004,P008,4200,22,Approved
2025-06-01,R004,P009,1300,7,Approved
2025-06-01,R004,P010,1600,7,Approved
2025-06-01,R004,P011,1200,7,Approved
2025-06-01,R004,P012,2000,14,Approved
2025-06-01,R005,P001,2400,13,Approved
2025-06-01,R005,P002,3100,23,Approved
2025-06-01,R005,P003,3700,16,Approved
2025-06-01,R005,P004,3300,22,Approved
2025-06-01,R005,P005,3900,36,Approved
2025-06-01,R005,P006,3100,26,Revised
2025-06-01,R005,P007,3200,20,Approved
2025-06-01,R005,P008,4300,22,Approved
2025-06-01,R005,P009,1700,10,Approved
2025-06-01,R005,P010,4500,21,Approved
2025-06-01,R005,P011,3300,22,Approved
2025-06-01,R005,P012,1300,9,Approved
2025-06-01,R006,P001,1700,8,Approved
2025-06-01,R006,P002,1400,10,Approved
2025-06-01,R006,P003,6700,30,Approved
2025-06-01,R006,P004,1700,10,Approved
2025-06-01,R006,P005,2500,22,Approved
2025-06-01,R006,P006,900,7,Approved
2025-06-01,R006,P007,900,6,Approved
2025-06-01,R006,P008,1700,9,Approved
2025-06-01,R006,P009,1500,8,Approved
2025-06-01,R006,P010,2300,10,Approved
2025-06-01,R006,P011,2300,15,Approved
2025-06-01,R006,P012,1500,11,Approved
2025-06-01,R007,P001,1400,8,Approved
2025-06-01,R007,P002,2800,20,Approved
2025-06-01,R007,P003,2600,12,Revised
2025-06-01,R007,P004,1200,7,Approved
2025-06-01,R007,P005,900,8,Approved
2025-06-01,R007,P006,400,3,Approved
2025-06-01,R007,P007,2300,14,Approved
2025-06-01,R007,P008,1600,7,Approved
2025-06-01,R007,P009,1500,8,Approved
2025-06-01,R007,P010,1500,7,Approved
2025-06-01,R007,P011,1400,9,Revised
2025-06-01,R007,P012,1300,8,Approved
2025-06-01,R008,P001,3500,19,Approved
2025-06-01,R008,P002,1400,11,Approved
2025-06-01,R008,P003,4900,23,Approved
2025-06-01,R008,P004,600,4,Approved
2025-06-01,R008,P005,1200,11,Approved
2025-06-01,R008,P006,900,8,Approved
2025-06-01,R008,P007,700,4,Approved
2025-06-01,R008,P008,1800,8,Approved
2025-06-01,R008,P009,1200,7,Approved
2025-06-01,R008,P010,3000,14,Approved
2025-06-01,R008,P011,1600,11,Approved
2025-06-01,R008,P012,1200,7,Approved
2025-06-01,R009,P001,1500,8,Approved
2025-06-01,R009,P002,3200,24,Approved
2025-06-01,R009,P003,1800,8,Approved
2025-06-01,R009,P004,1400,9,Approved
2025-06-01,R009,P005,400,3,Approved
2025-06-01,R009,P006,1400,12,Approved
2025-06-01,R009,P007,1600,10,Approved
2025-06-01,R009,P008,1100,5,Approved
2025-06-01,R009,P009,1200,6,Approved
2025-06-01,R009,P010,1400,6,Approved
2025-06-01,R009,P011,1100,7,Approved
2025-06-01,R009,P012,1400,10,Approved
2025-06-01,R010,P001,1600,8,Approved
2025-06-01,R010,P002,1300,9,Approved
2025-06-01,R010,P003,3500,16,Approved
2025-06-01,R010,P004,600,4,Approved
2025-06-01,R010,P005,3400,30,Approved
2025-06-01,R010,P006,3200,26,Approved
2025-06-01,R010,P007,1700,10,Approved
2025-06-01,R010,P008,1900,9,Approved
2025-06-01,R010,P009,1000,5,Approved
2025-06-01,R010,P010,2700,13,Approved
2025-06-01,R010,P011,2400,15,Approved
2025-06-01,R010,P012,1500,10,Approved
2025-06-01,R011,P001,2900,16,Approved
2025-06-01,R011,P002,800,6,Approved
2025-06-01,R011,P003,5000,23,Approved
2025-06-01,R011,P004,1900,12,Approved
2025-06-01,R011,P005,1600,15,Approved
2025-06-01,R011,P006,1500,11,Approved
2025-06-01,R011,P007,1300,8,Approved
2025-06-01,R011,P008,1600,8,Approved
2025-06-01,R011,P009,3900,23,Approved
2025-06-01,R011,P010,2400,11,Approved
2025-06-01,R011,P011,300,2,Approved
2025-06-01,R011,P012,4200,29,Approved
2025-06-01,R012,P001,1800,9,Approved
2025-06-01,R012,P002,900,7,Approved
2025-06-01,R012,P003,2200,10,Approved
2025-06-01,R012,P004,1400,8,Approved
2025-06-01,R012,P005,1100,10,Approved
2025-06-01,R012,P006,100,1,Approved
2025-06-01,R012,P007,2200,13,Approved
2025-06-01,R012,P008,800,4,Approved
2025-06-01,R012,P009,2800,16,Approved
2025-06-01,R012,P010,800,4,Approved
2025-06-01,R012,P011,1600,10,Approved
2025-06-01,R012,P012,1300,9,Approved
2025-06-01,R013,P001,2300,12,Revised
2025-06-01,R013,P002,300,2,Approved
2025-06-01,R013,P003,1400,7,Approved
2025-06-01,R013,P004,2400,15,Approved
2025-06-01,R013,P005,800,7,Approved
2025-06-01,R013,P006,1800,14,Approved
2025-06-01,R013,P007,4100,26,Approved
2025-06-01,R013,P008,1400,7,Approved
2025-06-01,R013,P009,1600,9,Approved
2025-06-01,R013,P010,3300,16,Approved
2025-06-01,R013,P011,1400,9,Approved
2025-06-01,R013,P012,1800,12,Approved
2025-06-01,R014,P001,4200,23,Approved
2025-06-01,R014,P002,1300,9,Approved
2025-06-01,R014,P003,4300,20,Approved
2025-06-01,R014,P004,2500,17,Approved
2025-06-01,R014,P005,1100,11,Approved
2025-06-01,R014,P006,2400,20,Approved
2025-06-01,R014,P007,1000,6,Approved
2025-06-01,R014,P008,6000,31,Approved
2025-06-01,R014,P009,1400,7,Approved
2025-06-01,R014,P010,6600,32,Approved
2025-06-01,R014,P011,1100,8,Approved
2025-06-01,R014,P012,1200,8,Approved
2025-07-01,R001,P001,1000,5,Approved
2025-07-01,R001,P002,1300,10,Approved
2025-07-01,R001,P003,2300,11,Approved
2025-07-01,R001,P004,1700,11,Approved
2025-07-01,R001,P005,1800,16,Approved
2025-07-01,R001,P006,1300,10,Approved
2025-07-01,R001,P007,700,4,Approved
2025-07-01,R001,P008,1800,9,Approved
2025-07-01,R001,P009,3400,19,Approved
2025-07-01,R001,P010,2200,10,Approved
2025-07-01,R001,P011,800,5,Approved
2025-07-01,R001,P012,1200,7,Approved
2025-07-01,R002,P001,1600,9,Approved
2025-07-01,R002,P002,1700,13,Approved
2025-07-01,R002,P003,500,2,Approved
2025-07-01,R002,P004,1300,9,Approved
2025-07-01,R002,P005,500,5,Approved
2025-07-01,R002,P006,300,2,Approved
2025-07-01,R002,P007,700,4,Approved
2025-07-01,R002,P008,200,1,Approved
2025-07-01,R002,P009,300,2,Approved
2025-07-01,R002,P010,1500,7,Approved
2025-07-01,R002,P011,1400,9,Approved
2025-07-01,R002,P012,300,2,Approved
2025-07-01,R003,P001,2000,11,Approved
2025-07-01,R003,P002,1000,7,Approved
2025-07-01,R003,P003,1900,9,Approved
2025-07-01,R003,P004,1300,8,Approved
2025-07-01,R003,P005,900,8,Approved
2025-07-01,R003,P006,800,6,Approved
2025-07-01,R003,P007,1200,7,Approved
2025-07-01,R003,P008,2400,12,Approved
2025-07-01,R003,P009,1500,9,Approved
2025-07-01,R003,P010,3900,19,Approved
2025-07-01,R003,P011,1400,9,Approved
2025-07-01,R003,P012,1700,12,Approved
2025-07-01,R004,P001,1700,9,Approved
2025-07-01,R004,P002,2600,19,Approved
2025-07-01,R004,P003,2200,10,Approved
2025-07-01,R004,P004,1100,7,Approved
2025-07-01,R004,P005,1600,15,Approved
2025-07-01,R004,P006,1200,9,Approved
2025-07-01,R004,P007,200,1,Approved
2025-07-01,R004,P008,4400,23,Approved
2025-07-01,R004,P009,2700,16,Approved
2025-07-01,R004,P010,1900,9,Approved
2025-07-01,R004,P011,2100,14,Approved
2025-07-01,R004,P012,1700,11,Approved
2025-07-01,R005,P001,1700,9,Approved
2025-07-01,R005,P002,1600,12,Approved
2025-07-01,R005,P003,7500,35,Approved
2025-07-01,R005,P004,1600,10,Approved
2025-07-01,R005,P005,1100,9,Approved
2025-07-01,R005,P006,4300,35,Approved
2025-07-01,R005,P007,1800,11,Approved
2025-07-01,R005,P008,1900,10,Approved
2025-07-01,R005,P009,2900,16,Approved
2025-07-01,R005,P010,6000,29,Approved
2025-07-01,R005,P011,1200,8,Approved
2025-07-01,R005,P012,2600,17,Approved
2025-07-01,R006,P001,900,5,Approved
2025-07-01,R006,P002,1300,9,Approved
2025-07-01,R006,P003,3000,14,Approved
2025-07-01,R006,P004,1100,7,Approved
2025-07-01,R006,P005,1300,12,Approved
2025-07-01,R006,P006,2000,16,Approved
2025-07-01,R006,P007,1300,8,Approved
2025-07-01,R006,P008,200,1,Approved
2025-07-01,R006,P009,2300,12,Approved
2025-07-01,R006,P010,1400,6,Approved
2025-07-01,R006,P011,500,3,Approved
2025-07-01,R006,P012,3200,22,Approved
2025-07-01,R007,P001,1600,9,Approved
2025-07-01,R007,P002,1800,14,Approved
2025-07-01,R007,P003,1600,7,Approved
2025-07-01,R007,P004,1600,10,Approved
2025-07-01,R007,P005,1100,11,Approved
2025-07-01,R007,P006,1400,11,Approved
2025-07-01,R007,P007,1900,11,Approved
2025-07-01,R007,P008,2400,12,Approved
2025-07-01,R007,P009,3300,19,Approved
2025-07-01,R007,P010,3000,14,Approved
2025-07-01,R007,P011,1300,8,Approved
2025-07-01,R007,P012,1500,10,Approved
2025-07-01,R008,P001,1800,10,Approved
2025-07-01,R008,P002,100,1,Approved
2025-07-01,R008,P003,1300,6,Approved
2025-07-01,R008,P004,1500,9,Approved
2025-07-01,R008,P005,2000,18,Revised
2025-07-01,R008,P006,1000,8,Approved
2025-07-01,R008,P007,1700,10,Approved
2025-07-01,R008,P008,2000,10,Approved
2025-07-01,R008,P009,3100,17,Approved
2025-07-01,R008,P010,700,3,Approved
2025-07-01,R008,P011,1500,10,Approved
2025-07-01,R008,P012,2500,17,Approved
2025-07-01,R009,P001,2700,14,Approved
2025-07-01,R009,P002,1200,9,Approved
2025-07-01,R009,P003,400,2,Approved
2025-07-01,R009,P004,2200,14,Approved
2025-07-01,R009,P005,2900,27,Approved
2025-07-01,R009,P006,700,6,Approved
2025-07-01,R009,P007,700,4,Approved
2025-07-01,R009,P008,300,1,Approved
2025-07-01,R009,P009,200,1,Approved
2025-07-01,R009,P010,1200,5,Approved
2025-07-01,R009,P011,900,6,Approved
2025-07-01,R009,P012,200,1,Approved
2025-07-01,R010,P001,5400,30,Approved
2025-07-01,R010,P002,1100,8,Approved
2025-07-01,R010,P003,5100,25,Approved
2025-07-01,R010,P004,1300,8,Approved
2025-07-01,R010,P005,500,5,Approved
2025-07-01,R010,P006,1800,14,Approved
2025-07-01,R010,P007,2700,18,Approved
2025-07-01,R010,P008,3400,18,Approved
2025-07-01,R010,P009,3500,20,Approved
2025-07-01,R010,P010,5300,25,Approved
2025-07-01,R010,P011,1900,13,Approved
2025-07-01,R010,P012,1100,8,Approved
2025-07-01,R011,P001,4200,22,Approved
2025-07-01,R011,P002,1200,8,Approved
2025-07-01,R011,P003,700,3,Approved
2025-07-01,R011,P004,1700,10,Approved
2025-07-01,R011,P005,1600,14,Approved
2025-07-01,R011,P006,1500,12,Approved
2025-07-01,R011,P007,900,5,Approved
2025-07-01,R011,P008,1600,8,Approved
2025-07-01,R011,P009,2300,13,Approved
2025-07-01,R011,P010,4600,22,Approved
2025-07-01,R011,P011,2200,15,Approved
2025-07-01,R011,P012,1000,7,Approved
2025-07-01,R012,P001,3000,16,Approved
2025-07-01,R012,P002,1200,9,Approved
2025-07-01,R012,P003,3600,16,Approved
2025-07-01,R012,P004,3000,19,Approved
2025-07-01,R012,P005,400,3,Approved
2025-07-01,R012,P006,1000,8,Approved
2025-07-01,R012,P007,700,4,Approved
2025-07-01,R012,P008,1600,8,Approved
2025-07-01,R012,P009,2100,11,Approved
2025-07-01,R012,P010,3200,15,Approved
2025-07-01,R012,P011,1900,12,Approved
2025-07-01,R012,P012,100,1,Approved
2025-07-01,R013,P001,5100,28,Approved
2025-07-01,R013,P002,2100,16,Approved
2025-07-01,R013,P003,3200,15,Approved
2025-07-01,R013,P004,1100,7,Approved
2025-07-01,R013,P005,700,7,Approved
2025-07-01,R013,P006,1800,14,Approved
2025-07-01,R013,P007,4800,30,Approved
2025-07-01,R013,P008,1400,7,Approved
2025-07-01,R013,P009,3200,19,Approved
2025-07-01,R013,P010,2400,11,Approved
2025-07-01,R013,P011,1300,8,Approved
2025-07-01,R013,P012,2900,20,Approved
2025-07-01,R014,P001,3800,21,Approved
2025-07-01,R014,P002,800,6,Approved
2025-07-01,R014,P003,2600,11,Approved
2025-07-01,R014,P004,5100,33,Approved
2025-07-01,R014,P005,3300,30,Approved
2025-07-01,R014,P006,1100,9,Approved
2025-07-01,R014,P007,600,3,Approved
2025-07-01,R014,P008,2400,12,Approved
2025-07-01,R014,P009,4500,26,Approved
2025-07-01,R014,P010,1800,8,Approved
2025-07-01,R014,P011,1500,9,Approved
2025-07-01,R014,P012,1200,8,Approved
2025-07-01,R015,P001,2800,15,Approved
2025-07-01,R015,P002,1200,8,Approved
2025-07-01,R015,P003,1300,6,Approved
2025-07-01,R015,P004,800,5,Approved
2025-07-01,R015,P005,2100,19,Approved
2025-07-01,R015,P006,1100,9,Approved
2025-07-01,R015,P007,1300,8,Approved
2025-07-01,R015,P008,2200,12,Approved
2025-07-01,R015,P009,1800,9,Approved
2025-07-01,R015,P010,2000,9,Approved
2025-07-01,R015,P011,2000,14,Approved
2025-07-01,R015,P012,5200,36,Approved
2025-08-01,R001,P001,4600,25,Approved
2025-08-01,R001,P002,500,3,Approved
2025-08-01,R001,P003,6400,29,Approved
2025-08-01,R001,P004,1500,9,Approved
2025-08-01,R001,P005,1300,12,Approved
2025-08-01,R001,P006,900,7,Approved
2025-08-01,R001,P007,600,3,Approved
2025-08-01,R001,P008,1300,6,Approved
2025-08-01,R001,P009,1200,7,Approved
2025-08-01,R001,P010,2100,9,Approved
2025-08-01,R001,P011,1400,8,Approved
2025-08-01,R001,P012,900,6,Approved
2025-08-01,R002,P001,1100,6,Approved
2025-08-01,R002,P002,300,2,Approved
2025-08-01,R002,P003,900,4,Approved
2025-08-01,R002,P004,1200,7,Approved
2025-08-01,R002,P005,1100,10,Approved
2025-08-01,R002,P006,800,6,Approved
2025-08-01,R002,P007,1500,8,Approved
2025-08-01,R002,P008,3400,17,Approved
2025-08-01,R002,P009,1500,8,Approved
2025-08-01,R002,P010,1200,6,Approved
2025-08-01,R002,P011,1300,8,Approved
2025-08-01,R002,P012,1100,7,Approved
2025-08-01,R003,P001,1900,11,Approved
2025-08-01,R003,P002,1200,8,Approved
2025-08-01,R003,P003,1500,6,Approved
2025-08-01,R003,P004,1900,12,Approved
2025-08-01,R003,P005,200,2,Approved
2025-08-01,R003,P006,800,6,Approved
2025-08-01,R003,P007,2500,16,Approved
2025-08-01,R003,P008,1000,5,Approved
2025-08-01,R003,P009,1400,8,Approved
2025-08-01,R003,P010,1800,8,Approved
2025-08-01,R003,P011,1600,10,Approved
2025-08-01,R003,P012,3200,21,Approved
2025-08-01,R004,P001,2500,13,Approved
2025-08-01,R004,P002,800,6,Approved
2025-08-01,R004,P003,1500,6,Approved
2025-08-01,R004,P004,1100,7,Approved
2025-08-01,R004,P005,2000,19,Approved
2025-08-01,R004,P006,1100,9,Approved
2025-08-01,R004,P007,1000,6,Approved
2025-08-01,R004,P008,4200,22,Approved
2025-08-01,R004,P009,2800,16,Approved
2025-08-01,R004,P010,2100,10,Revised
2025-08-01,R004,P011,2300,16,Approved
2025-08-01,R004,P012,1100,8,Approved
2025-08-01,R005,P001,3000,16,Approved
2025-08-01,R005,P002,2200,16,Approved
2025-08-01,R005,P003,2200,10,Approved
2025-08-01,R005,P004,1700,10,Approved
2025-08-01,R005,P005,1400,13,Approved
2025-08-01,R005,P006,1300,10,Approved
2025-08-01,R005,P007,3500,20,Approved
2025-08-01,R005,P008,1400,7,Approved
2025-08-01,R005,P009,3500,20,Approved
2025-08-01,R005,P010,2500,12,Approved
2025-08-01,R005,P011,1500,10,Approved
2025-08-01,R005,P012,400,3,Approved
2025-08-01,R006,P001,500,3,Approved
2025-08-01,R006,P002,1800,13,Approved
2025-08-01,R006,P003,3200,14,Approved
2025-08-01,R006,P004,1900,11,Approved
2025-08-01,R006,P005,700,6,Approved
2025-08-01,R006,P006,1800,15,Approved
2025-08-01,R006,P007,2400,14,Approved
2025-08-01,R006,P008,3000,15,Approved
2025-08-01,R006,P009,1300,8,Approved
2025-08-01,R006,P010,1700,8,Approved
2025-08-01,R006,P011,1200,7,Approved
2025-08-01,R006,P012,1400,9,Approved
2025-08-01,R007,P001,3100,17,Approved
2025-08-01,R007,P002,2100,15,Approved
2025-08-01,R007,P003,2000,9,Approved
2025-08-01,R007,P004,1200,8,Approved
2025-08-01,R007,P005,1100,10,Approved
2025-08-01,R007,P006,2300,19,Approved
2025-08-01,R007,P007,1100,6,Approved
2025-08-01,R007,P008,200,1,Approved
2025-08-01,R007,P009,2400,14,Approved
2025-08-01,R007,P010,2200,10,Approved
2025-08-01,R007,P011,1300,8,Approved
2025-08-01,R007,P012,3400,23,Approved
2025-08-01,R008,P001,6100,33,Approved
2025-08-01,R008,P002,1800,14,Approved
2025-08-01,R008,P003,2500,11,Approved
2025-08-01,R008,P004,4400,27,Approved
2025-08-01,R008,P005,1100,10,Approved
2025-08-01,R008,P006,3300,27,Approved
2025-08-01,R008,P007,1500,10,Approved
2025-08-01,R008,P008,1900,9,Approved
2025-08-01,R008,P009,600,4,Approved
2025-08-01,R008,P010,6400,32,Approved
2025-08-01,R008,P011,1300,9,Approved
2025-08-01,R008,P012,1600,10,Approved
2025-08-01,R009,P001,1200,6,Approved
2025-08-01,R009,P002,800,6,Approved
2025-08-01,R009,P003,1400,6,Approved
2025-08-01,R009,P004,1300,8,Approved
2025-08-01,R009,P005,1100,10,Approved
2025-08-01,R009,P006,800,6,Approved
2025-08-01,R009,P007,1900,12,Approved
2025-08-01,R009,P008,1600,8,Approved
2025-08-01,R009,P009,1200,7,Approved
2025-08-01,R009,P010,1200,6,Approved
2025-08-01,R009,P011,800,5,Approved
2025-08-01,R009,P012,200,1,Approved
2025-08-01,R010,P001,4000,21,Approved
2025-08-01,R010,P002,600,4,Approved
2025-08-01,R010,P003,3900,18,Approved
2025-08-01,R010,P004,1600,11,Approved
2025-08-01,R010,P005,1300,12,Approved
2025-08-01,R010,P006,2100,18,Approved
2025-08-01,R010,P007,1600,11,Approved
2025-08-01,R010,P008,6600,34,Approved
2025-08-01,R010,P009,1500,8,Approved
2025-08-01,R010,P010,6200,30,Approved
2025-08-01,R010,P011,1700,11,Approved
2025-08-01,R010,P012,2500,17,Approved
2025-08-01,R011,P001,2400,14,Approved
2025-08-01,R011,P002,2500,20,Approved
2025-08-01,R011,P003,2800,12,Approved
2025-08-01,R011,P004,2900,19,Approved
2025-08-01,R011,P005,1100,10,Approved
2025-08-01,R011,P006,400,3,Approved
2025-08-01,R011,P007,3900,24,Approved
2025-08-01,R011,P008,2200,10,Approved
2025-08-01,R011,P009,3600,21,Approved
2025-08-01,R011,P010,200,1,Approved
2025-08-01,R011,P011,1900,12,Approved
2025-08-01,R011,P012,2500,18,Approved
2025-08-01,R012,P001,1100,6,Approved
2025-08-01,R012,P002,1500,11,Approved
2025-08-01,R012,P003,4600,21,Approved
2025-08-01,R012,P004,1400,8,Approved
2025-08-01,R012,P005,3400,31,Approved
2025-08-01,R012,P006,600,5,Approved
2025-08-01,R012,P007,5300,33,Approved
2025-08-01,R012,P008,2000,10,Approved
2025-08-01,R012,P009,1800,10,Approved
2025-08-01,R012,P010,2700,12,Approved
2025-08-01,R012,P011,800,5,Approved
2025-08-01,R012,P012,1000,6,Approved
2025-08-01,R013,P001,1000,5,Approved
2025-08-01,R013,P002,1500,11,Approved
2025-08-01,R013,P003,2200,10,Approved
2025-08-01,R013,P004,1300,8,Approved
2025-08-01,R013,P005,1100,9,Approved
2025-08-01,R013,P006,800,7,Approved
2025-08-01,R013,P007,1200,7,Approved
2025-08-01,R013,P008,2800,13,Approved
2025-08-01,R013,P009,400,2,Approved
2025-08-01,R013,P010,1000,5,Approved
2025-08-01,R013,P011,2000,13,Approved
2025-08-01,R013,P012,1100,7,Approved
2025-08-01,R014,P001,500,3,Approved
2025-08-01,R014,P002,1500,10,Approved
2025-08-01,R014,P003,2000,9,Approved
2025-08-01,R014,P004,1600,9,Revised
2025-08-01,R014,P005,4000,37,Approved
2025-08-01,R014,P006,1000,8,Approved
2025-08-01,R014,P007,1500,9,Approved
2025-08-01,R014,P008,4800,24,Approved
2025-08-01,R014,P009,1900,10,Approved
2025-08-01,R014,P010,1800,9,Revised
2025-08-01,R014,P011,1800,12,Approved
2025-08-01,R014,P012,1200,8,Approved
2025-08-01,R015,P001,2300,12,Approved
2025-08-01,R015,P002,500,4,Approved
2025-08-01,R015,P003,4700,21,Approved
2025-08-01,R015,P004,1000,6,Approved
2025-08-01,R015,P005,1100,10,Approved
2025-08-01,R015,P006,600,4,Approved
2025-08-01,R015,P007,1300,8,Approved
2025-08-01,R015,P008,1800,9,Approved
2025-08-01,R015,P009,3700,21,Approved
2025-08-01,R015,P010,2500,11,Approved
2025-08-01,R015,P011,600,4,Revised
2025-08-01,R015,P012,1800,13,Approved
2025-09-01,R001,P001,700,4,Approved
2025-09-01,R001,P002,1400,9,Approved
2025-09-01,R001,P003,3100,15,Approved
2025-09-01,R001,P004,1700,11,Approved
2025-09-01,R001,P005,1000,9,Approved
2025-09-01,R001,P006,3600,28,Approved
2025-09-01,R001,P007,1600,9,Approved
2025-09-01,R001,P008,3200,16,Approved
2025-09-01,R001,P009,1600,10,Approved
2025-09-01,R001,P010,2500,12,Approved
2025-09-01,R001,P011,2800,19,Approved
2025-09-01,R001,P012,1600,11,Approved
2025-09-01,R002,P001,1100,6,Approved
2025-09-01,R002,P002,3900,28,Approved
2025-09-01,R002,P003,1900,8,Approved
2025-09-01,R002,P004,1300,8,Approved
2025-09-01,R002,P005,1300,11,Approved
2025-09-01,R002,P006,1500,12,Approved
2025-09-01,R002,P007,1400,8,Approved
2025-09-01,R002,P008,1700,8,Approved
2025-09-01,R002,P009,1500,8,Approved
2025-09-01,R002,P010,2600,12,Approved
2025-09-01,R002,P011,900,6,Approved
2025-09-01,R002,P012,3300,22,Approved
2025-09-01,R003,P001,2700,15,Approved
2025-09-01,R003,P002,1200,8,Approved
2025-09-01,R003,P003,2000,9,Approved
2025-09-01,R003,P004,2300,14,Approved
2025-09-01,R003,P005,800,7,Approved
2025-09-01,R003,P006,1000,8,Approved
2025-09-01,R003,P007,1200,7,Approved
2025-09-01,R003,P008,1100,5,Approved
2025-09-01,R003,P009,1600,9,Approved
2025-09-01,R003,P010,2300,11,Approved
2025-09-01,R003,P011,1100,7,Approved
2025-09-01,R003,P012,500,3,Approved
2025-09-01,R004,P001,1200,7,Approved
2025-09-01,R004,P002,800,5,Approved
2025-09-01,R004,P003,1700,7,Approved
2025-09-01,R004,P004,2800,18,Approved
2025-09-01,R004,P005,200,2,Approved
